video_id,query,event_label,start_time,end_time,method_name,budget_k,window_coverage,fiw,min_temp_dist,recall_at_1,recall_at_5,recall_at_10
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_0,48,1.0,0.20833333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_1,48,1.0,0.1875,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_2,48,1.0,0.16666666666666666,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_3,48,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_4,48,1.0,0.125,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_5,48,1.0,0.16666666666666666,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_6,48,1.0,0.25,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_7,48,1.0,0.14583333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_8,48,1.0,0.1875,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_9,48,1.0,0.25,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_10,48,1.0,0.16666666666666666,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_11,48,1.0,0.2916666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_12,48,1.0,0.1875,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_13,48,1.0,0.2916666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_14,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_15,48,1.0,0.125,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_16,48,1.0,0.25,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_17,48,1.0,0.22916666666666666,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_18,48,1.0,0.20833333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_19,48,1.0,0.1875,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_20,48,1.0,0.20833333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_21,48,1.0,0.20833333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_22,48,1.0,0.25,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_23,48,1.0,0.22916666666666666,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_24,48,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_25,48,1.0,0.22916666666666666,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_26,48,1.0,0.3125,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_27,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_28,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: why did the girls hold each other s hands,why did the girls hold each other s hands,9.9,13.0,random_seed_29,48,1.0,0.1875,0.0,0.0,0.0,0.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,proposed_model_selection,48,1.0,0.14583333333333334,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,proposed_system,48,1.0,0.14583333333333334,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,uniform,48,1.0,0.16666666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,iframe_prior,48,1.0,0.16666666666666666,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,scene_change,48,1.0,0.16666666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,luma_difference,48,1.0,0.14583333333333334,0.0,1.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,optical_flow_farneback,48,1.0,0.20833333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,clip_kmeans_diversity,48,1.0,0.16666666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,clip_query_topk,48,1.0,0.20833333333333334,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,packet_size_only,48,1.0,0.16666666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,semantic_only_ppr,48,1.0,0.14583333333333334,0.0,1.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,codec_only_ppr,48,1.0,0.14583333333333334,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,hybrid_ppr,48,1.0,0.14583333333333334,0.0,1.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_0,48,1.0,0.14583333333333334,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_1,48,1.0,0.08333333333333333,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_2,48,1.0,0.1875,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_3,48,1.0,0.10416666666666667,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_4,48,1.0,0.22916666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_5,48,1.0,0.25,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_6,48,1.0,0.1875,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_7,48,1.0,0.25,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_8,48,1.0,0.16666666666666666,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_9,48,1.0,0.1875,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_10,48,1.0,0.125,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_11,48,1.0,0.16666666666666666,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_12,48,1.0,0.16666666666666666,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_13,48,1.0,0.16666666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_14,48,1.0,0.1875,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_15,48,1.0,0.10416666666666667,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_16,48,1.0,0.08333333333333333,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_17,48,1.0,0.20833333333333334,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_18,48,1.0,0.16666666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_19,48,1.0,0.16666666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_20,48,1.0,0.22916666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_21,48,1.0,0.1875,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_22,48,1.0,0.1875,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_23,48,1.0,0.125,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_24,48,1.0,0.20833333333333334,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_25,48,1.0,0.25,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_26,48,1.0,0.10416666666666667,0.0,0.0,0.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_27,48,1.0,0.1875,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_28,48,1.0,0.22916666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: what does the girl with ponytail do to her hair at the start,what does the girl with ponytail do to her hair at the start,1.1,3.4,random_seed_29,48,1.0,0.14583333333333334,0.0,0.0,1.0,1.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,proposed_model_selection,48,1.0,0.2916666666666667,0.0,1.0,1.0,1.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,proposed_system,48,1.0,0.2916666666666667,0.0,1.0,1.0,1.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,uniform,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,iframe_prior,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,scene_change,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,luma_difference,48,1.0,0.2916666666666667,0.0,0.0,1.0,1.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,optical_flow_farneback,48,1.0,0.625,0.0,1.0,1.0,1.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,clip_kmeans_diversity,48,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,clip_query_topk,48,1.0,0.5,0.0,1.0,1.0,1.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,packet_size_only,48,1.0,0.22916666666666666,0.0,0.0,1.0,1.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,semantic_only_ppr,48,1.0,0.2916666666666667,0.0,1.0,1.0,1.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,codec_only_ppr,48,1.0,0.2916666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,hybrid_ppr,48,1.0,0.2916666666666667,0.0,1.0,1.0,1.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_0,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_1,48,1.0,0.25,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_2,48,1.0,0.20833333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_3,48,1.0,0.4166666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_4,48,1.0,0.16666666666666666,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_5,48,1.0,0.20833333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_6,48,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_7,48,1.0,0.2916666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_8,48,1.0,0.20833333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_9,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_10,48,1.0,0.20833333333333334,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_11,48,1.0,0.3125,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_12,48,1.0,0.25,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_13,48,1.0,0.3541666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_14,48,1.0,0.2916666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_15,48,1.0,0.1875,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_16,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_17,48,1.0,0.2916666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_18,48,1.0,0.25,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_19,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_20,48,1.0,0.22916666666666666,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_21,48,1.0,0.25,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_22,48,1.0,0.3125,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_23,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_24,48,1.0,0.3541666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_25,48,1.0,0.3125,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_26,48,1.0,0.3541666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_27,48,1.0,0.3125,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_28,48,1.0,0.2916666666666667,0.0,0.0,0.0,0.0
10174992863,Find the event: how do the girls exchange greetings after talking,how do the girls exchange greetings after talking,9.2,13.0,random_seed_29,48,1.0,0.2708333333333333,0.0,0.0,0.0,0.0
